id,year,active_year,start_year,end_year,type_of_violence,conflict_new_id,conflict_name,dyad_new_id,dyad_name,side_a_new_id,gwnoa,side_a,side_b_new_id,gwnob,side_b,number_of_sources,source_article,source_office,source_date,source_headline,source_original,where_prec,where_coordinates,adm_1,adm_2,latitude,longitude,geom_wkt,priogrid_gid,country,country_id,iso3,region,event_clarity,date_prec,date_start,date_end,deaths_a,deaths_b,deaths_civilians,deaths_unknown,low,best,high
,#date+year,,#date+year+start,#date+year+end,,,,,,,,#group+name+first,,,#group+name+second,,#meta+source,,,#description,,,#loc+name,#adm1+name,#adm2+name,#geo+lat,#geo+lon,,,#country+name,,#country+code,#region+name,,,#date+start,#date+end,,,,,,#affected+killed,
129175,2002,1,2002,2002,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,1,"""Agence France-Presse,2002-05-06,Aceh rebels to offer ceasefire plan in Geneva peace talks [Corrected 05/06/02]""",Agence France-Presse,2002-05-06,Aceh rebels to offer ceasefire plan in Geneva peace talks [Corrected 05/06/02],GAM spokesman Teungku Jamaica,1,Seuriweuk village,Aceh Province,North Aceh Regency,5.025283,97.251914,POINT (97.251914 5.025283),137355,Indonesia,850,IDN,Asia,1,1,2002-05-05,2002-05-05,5,0,0,0,0,5,5
129178,2002,1,2002,2002,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,1,"""Jakarta Post,2002-05-07,Violence clouds upcoming Aceh peace talks in Geneva.""",Jakarta Post,2002-05-07,Violence clouds upcoming Aceh peace talks in Geneva.,"GAM spokesman Ayah Sofyan, military deputy spokesman Ertoto, Military Spokesman Zaenal Mutaqin",2,Kuta Baro suburb,Aceh Province,,5.547,95.405,POINT (95.405000 5.547000),138071,Indonesia,850,IDN,Asia,1,1,2002-05-05,2002-05-05,0,2,0,3,5,5,5
129176,2002,1,2002,2002,3,493,Government of Indonesia - Civilians,960,Government of Indonesia - Civilians,155,850.0,Government of Indonesia,1,,Civilians,1,"""Agence France-Presse,2002-05-06,Aceh rebels to offer ceasefire plan in Geneva peace talks [Corrected 05/06/02]""",Agence France-Presse,2002-05-06,Aceh rebels to offer ceasefire plan in Geneva peace talks [Corrected 05/06/02],residents in the Meunasah Kumbang area,1,Meunasah Kumbang village,Aceh Province,North Aceh Regency,4.986395,97.336803,POINT (97.336803 4.986395),136635,Indonesia,850,IDN,Asia,1,2,2002-05-05,2002-05-06,0,0,0,1,0,1,1
142103,2002,1,2002,2002,2,4903,Christians (Indonesia) - Muslims (Indonesia),5513,Christians (Indonesia) - Muslims (Indonesia),860,,Christians (Indonesia),861,,Muslims (Indonesia),1,"""BBC Monitoring Asia Pacific - Political,2002-05-09,Three dead in renewed fighting on Central Maluku island.""",BBC Monitoring Asia Pacific - Political,2002-05-09,Three dead in renewed fighting on Central Maluku island.,,4,Maluku Province,Maluku Province,,-3.705,128.17,POINT (128.170000 -3.705000),124457,Indonesia,850,IDN,Asia,1,1,2002-05-06,2002-05-06,0,0,0,3,3,3,3
142102,2002,1,2002,2002,2,4903,Christians (Indonesia) - Muslims (Indonesia),5513,Christians (Indonesia) - Muslims (Indonesia),860,,Christians (Indonesia),861,,Muslims (Indonesia),1,"""BBC Monitoring Asia Pacific - Political,2002-05-09,Three dead in renewed fighting on Central Maluku island.""",BBC Monitoring Asia Pacific - Political,2002-05-09,Three dead in renewed fighting on Central Maluku island.,spokesman for the Saparua police chief,1,Haria town,Maluku Province,Central Maluku Regency,-3.583333,128.616667,POINT (128.616667 -3.583333),124458,Indonesia,850,IDN,Asia,1,1,2002-05-08,2002-05-08,0,0,0,2,2,2,1
162474,2002,1,2002,2002,2,4903,Christians (Indonesia) - Muslims (Indonesia),5513,Christians (Indonesia) - Muslims (Indonesia),860,,Christians (Indonesia),861,,Muslims (Indonesia),1,"""BBC Monitoring Asia Pacific - Political,2002-05-09,Three dead in renewed fighting on Central Maluku island.""",BBC Monitoring Asia Pacific - Political,2002-05-09,Three dead in renewed fighting on Central Maluku island.,spokesman for the Saparua police chief,1,Porto village,Maluku Province,Central Maluku Regency,-3.580486,128.616417,POINT (128.616417 -3.580486),124458,Indonesia,850,IDN,Asia,1,1,2002-05-08,2002-05-08,0,0,0,1,1,1,2
142104,2002,1,2002,2002,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,2,"""Reuters News,2002-05-11,Indonesia police shoot and kill top Aceh rebel."";""Agence France-Presse,2002-05-12,Indonesian troops shoot dead Aceh rebel spokesman: report""",Reuters News;Agence France-Presse,2002-05-11;2002-05-12,Indonesia police shoot and kill top Aceh rebel.;Indonesian troops shoot dead Aceh rebel spokesman: report,"Independent sources, police, GAM, relatives of the dead",1,Kuta Baro suburb,Aceh Province,,5.547,95.405,POINT (95.405000 5.547000),138071,Indonesia,850,IDN,Asia,1,1,2002-05-11,2002-05-11,0,1,0,0,1,1,1
142106,2002,1,2002,2002,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,1,"""Agence France-Presse,2002-05-13,Eight more killed in Aceh despite peace talks""",Agence France-Presse,2002-05-13,Eight more killed in Aceh despite peace talks,Aceh military spokesman Major Zaenal Muttaqin,2,Lhokseumawe town,Aceh Province,North Aceh Regency,5.188056,97.140278,POINT (97.140278 5.188056),137355,Indonesia,850,IDN,Asia,1,1,2002-05-11,2002-05-11,1,0,0,0,1,1,1
142108,2002,1,2002,2002,3,493,Government of Indonesia - Civilians,960,Government of Indonesia - Civilians,155,850.0,Government of Indonesia,1,,Civilians,1,"""Agence France-Presse,2002-05-13,Eight more killed in Aceh despite peace talks""",Agence France-Presse,2002-05-13,Eight more killed in Aceh despite peace talks,"GAM spokesman, Abu Razak",3,Pidie Regency,Aceh Province,Pidie Regency,4.66667,96.0,POINT (96.000000 4.666670),136633,Indonesia,850,IDN,Asia,1,1,2002-05-11,2002-05-11,0,0,2,0,0,2,2
142105,2002,1,2002,2002,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,1,"""Agence France-Presse,2002-05-13,Eight more killed in Aceh despite peace talks""",Agence France-Presse,2002-05-13,Eight more killed in Aceh despite peace talks,"Aceh military spokesman Major Zaenal Muttaqin, GAM commander Darwin Djeunib",1,Blang Mane village,Aceh Province,Bireuen Regency,5.040547,96.744046,POINT (96.744046 5.040547),137354,Indonesia,850,IDN,Asia,1,1,2002-05-12,2002-05-12,3,0,0,0,3,3,3
142107,2002,1,2002,2002,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,1,"""Agence France-Presse,2002-05-13,Eight more killed in Aceh despite peace talks""",Agence France-Presse,2002-05-13,Eight more killed in Aceh despite peace talks,Aceh military spokesman Major Zaenal Muttaqin,1,Kandang village,Aceh Province,Pidie Regency,5.303973,96.004143,POINT (96.004143 5.303973),137353,Indonesia,850,IDN,Asia,1,1,2002-05-12,2002-05-12,0,2,0,0,2,2,2
142133,2002,1,2002,2002,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,1,"""BBC Monitoring Asia Pacific - Political,2002-05-16,Indonesian military suffers casualties in Aceh violence.""",BBC Monitoring Asia Pacific - Political,2002-05-16,Indonesian military suffers casualties in Aceh violence.,Waspada,2,Jeunieb,Aceh Province,Bireuen Regency,5.1921,96.4953,POINT (96.495300 5.192100),137353,Indonesia,850,IDN,Asia,1,1,2002-05-13,2002-05-13,0,0,1,0,1,1,1
142132,2002,1,2002,2002,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,1,"""BBC Monitoring Asia Pacific - Political,2002-05-16,Indonesian military suffers casualties in Aceh violence.""",BBC Monitoring Asia Pacific - Political,2002-05-16,Indonesian military suffers casualties in Aceh violence.,"Waspada, GAM spokesperson",1,Arakundo village,Aceh Province,Kota Banda Aceh,5.533649,95.308349,POINT (95.308349 5.533649),138071,Indonesia,850,IDN,Asia,1,1,2002-05-16,2002-05-16,1,0,0,0,0,1,1
142136,2002,1,2002,2002,3,493,Government of Indonesia - Civilians,960,Government of Indonesia - Civilians,155,850.0,Government of Indonesia,1,,Civilians,1,"""Agence France-Presse,2002-05-20,Indonesian police kill two men outside Aceh school, military says [Corrected 05/20/02]""",Agence France-Presse,2002-05-20,"Indonesian police kill two men outside Aceh school, military says [Corrected 05/20/02]",residents,3,Bireuen Regency,Aceh Province,Bireuen Regency,4.66667,97.6667,POINT (97.666700 4.666670),136636,Indonesia,850,IDN,Asia,1,2,2002-05-16,2002-05-18,0,0,0,0,0,0,1
142140,2002,1,2002,2002,3,493,Government of Indonesia - Civilians,960,Government of Indonesia - Civilians,155,850.0,Government of Indonesia,1,,Civilians,1,"""Agence France-Presse,2002-05-22,Eight more killed in troubled Aceh province""",Agence France-Presse,2002-05-22,Eight more killed in troubled Aceh province,GAM spokesperson Teungku Jamaica. Residents,4,Aceh Province,Aceh Province,,5.55,95.316667,POINT (95.316667 5.550000),138071,Indonesia,850,IDN,Asia,1,2,2002-05-18,2002-05-20,0,0,0,0,0,0,4
142134,2002,1,2002,2002,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,1,"""Agence France-Presse,2002-05-20,Indonesian police kill two men outside Aceh school, military says [Corrected 05/20/02]""",Agence France-Presse,2002-05-20,"Indonesian police kill two men outside Aceh school, military says [Corrected 05/20/02]","Aceh military spokesman Major Zaenal Muttaqin, local human rights group PB-HAM representative Yusuf Passe, GAM spokesman Sofyan Daud",1,Lhokseumawe town,Aceh Province,North Aceh Regency,5.188056,97.140278,POINT (97.140278 5.188056),137355,Indonesia,850,IDN,Asia,1,1,2002-05-20,2002-05-20,0,1,0,1,2,2,2
142135,2002,1,2002,2002,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,1,"""Agence France-Presse,2002-05-20,Indonesian police kill two men outside Aceh school, military says [Corrected 05/20/02]""",Agence France-Presse,2002-05-20,"Indonesian police kill two men outside Aceh school, military says [Corrected 05/20/02]",GAM spokesman Sofyan Daud,3,North Aceh Regency,Aceh Province,North Aceh Regency,5.05,97.316667,POINT (97.316667 5.050000),137355,Indonesia,850,IDN,Asia,1,1,2002-05-20,2002-05-20,2,0,0,0,0,2,2
142137,2002,1,2002,2002,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,1,"""Agence France-Presse,2002-05-21,Indonesian soldier shot dead at point-blank range in Aceh""",Agence France-Presse,2002-05-21,Indonesian soldier shot dead at point-blank range in Aceh,Aceh military spokesman Major Zaenal Muttaqin,2,Blang Pulo town,Aceh Province,North Aceh Regency,5.209313,97.068542,POINT (97.068542 5.209313),137355,Indonesia,850,IDN,Asia,1,1,2002-05-21,2002-05-21,1,0,0,0,1,1,1
142138,2002,1,2002,2002,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,1,"""Agence France-Presse,2002-05-22,Eight more killed in troubled Aceh province""",Agence France-Presse,2002-05-22,Eight more killed in troubled Aceh province,provincial military spokesman Zaenal Muttaqin,3,East Aceh Regency,Aceh Province,East Aceh Regency,4.616667,97.616667,POINT (97.616667 4.616667),136636,Indonesia,850,IDN,Asia,1,1,2002-05-21,2002-05-21,0,3,0,0,3,3,3
142139,2002,1,2002,2002,3,493,Government of Indonesia - Civilians,960,Government of Indonesia - Civilians,155,850.0,Government of Indonesia,1,,Civilians,1,"""Agence France-Presse,2002-05-22,Eight more killed in troubled Aceh province""",Agence France-Presse,2002-05-22,Eight more killed in troubled Aceh province,local GAM spokesman Teungku Jamaica,2,Blang Seupeng village,Aceh Province,North Aceh Regency,4.995717,97.252474,POINT (97.252474 4.995717),136635,Indonesia,850,IDN,Asia,1,1,2002-05-21,2002-05-21,0,0,1,0,1,1,1
142143,2002,1,2002,2002,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,1,"""Associated Press Newswires,2002-05-26,Nine killed in the latest separatist fighting in Indonesia's Aceh""",Associated Press Newswires,2002-05-26,Nine killed in the latest separatist fighting in Indonesia's Aceh,army spokesman Maj. Zaenal Mutaqien,3,East Aceh Regency,Aceh Province,East Aceh Regency,4.616667,97.616667,POINT (97.616667 4.616667),136636,Indonesia,850,IDN,Asia,1,1,2002-05-24,2002-05-24,0,3,0,0,3,3,3
142144,2002,1,2002,2002,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,1,"""Associated Press Newswires,2002-05-26,Nine killed in the latest separatist fighting in Indonesia's Aceh""",Associated Press Newswires,2002-05-26,Nine killed in the latest separatist fighting in Indonesia's Aceh,army spokesman Maj. Zaenal Mutaqien,3,North Aceh Regency,Aceh Province,North Aceh Regency,5.05,97.316667,POINT (97.316667 5.050000),137355,Indonesia,850,IDN,Asia,1,1,2002-05-24,2002-05-24,0,1,0,0,1,1,3
142146,2002,1,2002,2002,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,1,"""BBC Monitoring Asia Pacific - Political,2002-05-27,Aceh paper reports separatist ransom demand, clashes, NATO visit.""",BBC Monitoring Asia Pacific - Political,2002-05-27,"Aceh paper reports separatist ransom demand, clashes, NATO visit.",Lt-Col Supartodi,1,Mila village,Aceh Province,Pidie Regency,5.3039,95.9125,POINT (95.912500 5.303900),137352,Indonesia,850,IDN,Asia,1,1,2002-05-24,2002-05-24,0,1,0,0,1,1,1
142148,2002,1,2002,2002,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,1,"""BBC Monitoring Asia Pacific - Political,2002-05-27,Aceh paper reports separatist ransom demand, clashes, NATO visit.""",BBC Monitoring Asia Pacific - Political,2002-05-27,"Aceh paper reports separatist ransom demand, clashes, NATO visit.",GAM spokesman Teungku Jamaika,4,Aceh Province,Aceh Province,,5.55,95.316667,POINT (95.316667 5.550000),138071,Indonesia,850,IDN,Asia,1,1,2002-05-26,2002-05-26,1,0,0,0,1,1,1
142150,2002,1,2002,2002,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,-1,,,,,Indonesian Military (TNI) spokesman Maj. Zaenal Mutaqin said,1,Lancok Barokh village,Aceh Province,Pidie Regency,5.283085,96.086454,POINT (96.086454 5.283085),137353,Indonesia,850,IDN,Asia,1,1,2002-06-01,2002-06-01,0,0,0,1,1,1,1
142152,2002,1,2002,2002,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,1,"""Associated Press Newswires,2002-06-06,Several people killed in gunbattles in strife-torn Aceh""",Associated Press Newswires,2002-06-06,Several people killed in gunbattles in strife-torn Aceh,"police, rebels",3,West Aceh Regency,Aceh Province,West Aceh Regency,4.45,96.183333,POINT (96.183333 4.450000),135913,Indonesia,850,IDN,Asia,1,1,2002-06-04,2002-06-04,1,0,0,0,1,1,8
142154,2002,1,2002,2002,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,2,"""Agence France-Presse,2002-06-07,Indonesian troops shoot dead three suspected rebels in Aceh province [Corrected 06/07/02]"";""Jakarta Post,2002-06-07,Three rebels killed in Aceh.""",Agence France-Presse;Jakarta Post,2002-06-07;2002-06-07,Indonesian troops shoot dead three suspected rebels in Aceh province [Corrected 06/07/02];Three rebels killed in Aceh.,Aceh military spokesman Major Zaenal Muttaqin,1,Kreung Merriam village,Aceh Province,Pidie Regency,4.993321,95.934204,POINT (95.934204 4.993321),136632,Indonesia,850,IDN,Asia,1,1,2002-06-06,2002-06-06,0,3,0,0,3,3,3
142159,2002,1,2002,2002,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,1,"""Jakarta Post,2002-06-10,Nine more killed in Aceh.""",Jakarta Post,2002-06-10,Nine more killed in Aceh.,local police,1,Ujong Langgo village,Aceh Province,Pidie Regency,5.37845,95.91773,POINT (95.917730 5.378450),137352,Indonesia,850,IDN,Asia,1,2,2002-06-06,2002-06-08,0,2,0,0,2,2,2
142157,2002,1,2002,2002,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,1,"""Jakarta Post,2002-06-10,Nine more killed in Aceh.""",Jakarta Post,2002-06-10,Nine more killed in Aceh.,army spokesman Maj. Zaenal Mutaqien,1,Matangkuli town,Aceh Province,North Aceh Regency,5.033491,97.277406,POINT (97.277406 5.033491),137355,Indonesia,850,IDN,Asia,1,1,2002-06-07,2002-06-07,0,2,0,0,2,2,2
142158,2002,1,2002,2002,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,1,"""Jakarta Post,2002-06-10,Nine more killed in Aceh.""",Jakarta Post,2002-06-10,Nine more killed in Aceh.,army spokesman Maj. Zaenal Mutaqien,3,Bireuen Regency,Aceh Province,Bireuen Regency,4.66667,97.6667,POINT (97.666700 4.666670),136636,Indonesia,850,IDN,Asia,1,1,2002-06-07,2002-06-07,1,0,0,0,1,1,1
142156,2002,1,2002,2002,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,1,"""Jakarta Post,2002-06-10,Nine more killed in Aceh.""",Jakarta Post,2002-06-10,Nine more killed in Aceh.,"army spokesman Maj. Zaenal Mutaqien, spokesman for the separatist Free Aceh Movement (GAM) Ishak Daud",1,Ulee Gle village,Aceh Province,East Aceh Regency,4.9011,97.7902,POINT (97.790200 4.901100),136636,Indonesia,850,IDN,Asia,1,1,2002-06-09,2002-06-09,0,1,0,0,1,1,1
142163,2002,1,2002,2002,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,2,"""Associated Press Newswires,2002-06-13,Seven killed, including two soldiers, in two days of fighting in Aceh"";""Jakarta Post,2002-06-14,Seven killed in Aceh violence.""",Associated Press Newswires;Jakarta Post,2002-06-13;2002-06-14,"Seven killed, including two soldiers, in two days of fighting in Aceh;Seven killed in Aceh violence.","Aceh military spokesman Major Zaenal Muttaqin, Army spokesman in Banda Aceh Maj. Ertoto, GAM spokesperson.",1,Panga village,Aceh Province,Aceh Jaya Regency,4.518228,95.739681,POINT (95.739681 4.518228),136632,Indonesia,850,IDN,Asia,1,1,2002-06-12,2002-06-12,0,0,0,2,2,2,2
142164,2002,0,2002,2002,3,524,GAM - Civilians,991,GAM - Civilians,327,,GAM,1,,Civilians,1,"""Associated Press Newswires,2002-06-13,Seven killed, including two soldiers, in two days of fighting in Aceh""",Associated Press Newswires,2002-06-13,"Seven killed, including two soldiers, in two days of fighting in Aceh",Aceh military spokesman Major Zaenal Muttaqin,2,Lhokseumawe town,Aceh Province,North Aceh Regency,5.188056,97.140278,POINT (97.140278 5.188056),137355,Indonesia,850,IDN,Asia,1,1,2002-06-12,2002-06-12,0,0,1,0,1,1,1
142166,2002,1,2002,2002,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,1,"""Jakarta Post,2002-06-14,Seven killed in Aceh violence.""",Jakarta Post,2002-06-14,Seven killed in Aceh violence.,Army spokesman in Banda Aceh Maj. Ertoto,1,Lhoong town,Aceh Province,Aceh Besar Regency,5.295668,95.233914,POINT (95.233914 5.295668),137351,Indonesia,850,IDN,Asia,1,1,2002-06-12,2002-06-12,1,0,0,0,1,1,1
142162,2002,1,2002,2002,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,1,"""Jakarta Post,2002-06-14,Seven killed in Aceh violence.""",Jakarta Post,2002-06-14,Seven killed in Aceh violence.,Aceh military spokesman Major Zaenal Muttaqin,1,Lhokseumawe town,Aceh Province,North Aceh Regency,5.188056,97.140278,POINT (97.140278 5.188056),137355,Indonesia,850,IDN,Asia,1,1,2002-06-13,2002-06-13,1,0,0,0,1,1,1
142168,2002,1,2002,2002,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,1,"""Associated Press Newswires,2002-06-15,Three killed, four schools burned down in Indonesia's Aceh province""",Associated Press Newswires,2002-06-15,"Three killed, four schools burned down in Indonesia's Aceh province",Maj. Zaenal Muttaqien,3,North Aceh Regency,Aceh Province,North Aceh Regency,5.05,97.316667,POINT (97.316667 5.050000),137355,Indonesia,850,IDN,Asia,1,1,2002-06-14,2002-06-14,0,1,0,0,1,1,1
142169,2002,1,2002,2002,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,1,"""Associated Press Newswires,2002-06-15,Three killed, four schools burned down in Indonesia's Aceh province""",Associated Press Newswires,2002-06-15,"Three killed, four schools burned down in Indonesia's Aceh province",Maj. Zaenal Muttaqien,3,West Aceh Regency,Aceh Province,West Aceh Regency,4.45,96.183333,POINT (96.183333 4.450000),135913,Indonesia,850,IDN,Asia,1,1,2002-06-14,2002-06-14,0,1,0,0,1,1,1
142250,2002,1,2002,2002,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,1,"""Reuters News,2002-06-17,Indonesia says shoots four rebels over MP murders.""",Reuters News,2002-06-17,Indonesia says shoots four rebels over MP murders.,Aceh police chief Yusuf Manggabarani,2,Banda Aceh Town,Aceh Province,Kota Banda Aceh,5.55,95.316667,POINT (95.316667 5.550000),138071,Indonesia,850,IDN,Asia,1,2,2002-06-14,2002-06-16,0,4,0,0,4,4,4
142170,2002,1,2002,2002,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,1,"""Associated Press Newswires,2002-06-16,Rebels attack police station in Aceh, claim 12 officers killed, 3 more schools burnt""",Associated Press Newswires,2002-06-16,"Rebels attack police station in Aceh, claim 12 officers killed, 3 more schools burnt","Rebel chief Hadi Lupung, attack confirmed but deaths denied by Lt. Col. Dade Achmad",3,West Aceh Regency,Aceh Province,West Aceh Regency,4.45,96.183333,POINT (96.183333 4.450000),135913,Indonesia,850,IDN,Asia,1,1,2002-06-15,2002-06-15,0,0,0,0,0,0,12
142252,2002,1,2002,2002,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,1,"""Jakarta Post,2002-06-18,Six more killed in Aceh over weekend.""",Jakarta Post,2002-06-18,Six more killed in Aceh over weekend.,"military spokesman, Maj. Ertoto. GAM leader for Aceh Besar regency, Tengku Maksalmina",1,Montasik village,Aceh Province,Aceh Besar Regency,5.465831,95.422731,POINT (95.422731 5.465831),137351,Indonesia,850,IDN,Asia,1,1,2002-06-15,2002-06-15,0,1,0,0,1,1,4
142259,2002,0,2002,2002,3,524,GAM - Civilians,991,GAM - Civilians,327,,GAM,1,,Civilians,1,"""Agence France-Presse,2002-06-20,Six more killed as peace mediators visit Indonesian Aceh province""",Agence France-Presse,2002-06-20,Six more killed as peace mediators visit Indonesian Aceh province,police spokesman Adjunct Senior Commissioner Dadek Achmad,3,Bireuen Regency,Aceh Province,Bireuen Regency,4.66667,97.6667,POINT (97.666700 4.666670),136636,Indonesia,850,IDN,Asia,1,2,2002-06-16,2002-06-18,0,0,0,0,0,0,1
142255,2002,1,2002,2002,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,2,"""Associated Press Newswires,2002-06-19,One soldier, one suspected rebel killed in latest Aceh violence"";""Jakarta Post,2002-06-21,Six troops killed by Aceh rebels.""",Associated Press Newswires;Jakarta Post,2002-06-19;2002-06-21,"One soldier, one suspected rebel killed in latest Aceh violence;Six troops killed by Aceh rebels.",Military spokesman Maj. Zaenal Muttaqien,1,Hagu village,Aceh Province,North Aceh Regency,5.105267,97.397759,POINT (97.397759 5.105267),137355,Indonesia,850,IDN,Asia,1,1,2002-06-19,2002-06-19,1,1,0,0,2,2,2
142258,2002,1,2002,2002,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,3,"""Reuters News,2002-06-20,Eleven die in fighting in Indonesia's Aceh."";""Agence France-Presse,2002-06-20,Six more killed as peace mediators visit Indonesian Aceh province"";""Agence France-Presse,2002-06-20,Aceh rebels kill six Indonesian soldiers in ambush in worst single loss [Corrected 06/20/02]""",Reuters News;Agence France-Presse;Agence France-Presse,2002-06-20;2002-06-20;2002-06-20,Eleven die in fighting in Indonesia's Aceh.;Six more killed as peace mediators visit Indonesian Aceh province;Aceh rebels kill six Indonesian soldiers in ambush in worst single loss [Corrected 06/20/02],"police spokesman Adjunct Senior Commissioner Dadek Achmad, GAM spokesman Teungku Sofyan Daud",1,Paya Seumantok village,Aceh Province,Aceh Jaya Regency,4.628709,95.671819,POINT (95.671819 4.628709),136632,Indonesia,850,IDN,Asia,1,1,2002-06-19,2002-06-19,0,3,0,0,3,3,3
142260,2002,1,2002,2002,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,1,"""Agence France-Presse,2002-06-20,Aceh rebels kill six Indonesian soldiers in ambush in worst single loss [Corrected 06/20/02]""",Agence France-Presse,2002-06-20,Aceh rebels kill six Indonesian soldiers in ambush in worst single loss [Corrected 06/20/02],"military spokesman Major Zaenal Muttaqin, GAM spokesman Teungku Sofyan Daud",1,Krueng Raya town,Aceh Province,Aceh Besar Regency,5.58916,95.360966,POINT (95.360966 5.589160),138071,Indonesia,850,IDN,Asia,1,1,2002-06-19,2002-06-19,6,0,0,0,6,6,6
142262,2002,1,2002,2002,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,1,"""Jakarta Post,2002-06-24,Five PTPN workers killed in Aceh.""",Jakarta Post,2002-06-24,Five PTPN workers killed in Aceh.,Maj. Zaenal Muttaqin,1,Peureulak town,Aceh Province,East Aceh Regency,4.81,97.895,POINT (97.895000 4.810000),136636,Indonesia,850,IDN,Asia,1,1,2002-06-19,2002-06-19,0,3,0,0,3,3,3
142271,2002,1,2002,2002,3,493,Government of Indonesia - Civilians,960,Government of Indonesia - Civilians,155,850.0,Government of Indonesia,1,,Civilians,2,"""Jakarta Post,2002-06-24,Five PTPN workers killed in Aceh."";""Jakarta Post,2002-06-24,Five PTPN workers killed in Aceh.""",Jakarta Post;Jakarta Post,2002-06-24;2002-06-24,Five PTPN workers killed in Aceh.;Five PTPN workers killed in Aceh.,residents,1,Hitam town,Aceh Province,West Aceh Regency,4.8922,96.0716,POINT (96.071600 4.892200),136633,Indonesia,850,IDN,Asia,1,1,2002-06-21,2002-06-21,0,0,2,0,2,2,2
142263,2002,0,2002,2002,3,524,GAM - Civilians,991,GAM - Civilians,327,,GAM,1,,Civilians,2,"""BBC Monitoring Asia Pacific - Political,2002-06-24,Free Aceh Movement militants reportedly kill plantation workers."";""Jakarta Post,2002-06-24,Five PTPN workers killed in Aceh.""",BBC Monitoring Asia Pacific - Political;Jakarta Post,2002-06-24;2002-06-24,Free Aceh Movement militants reportedly kill plantation workers.;Five PTPN workers killed in Aceh.,Maj. Zaenal Muttaqin,2,Blang Tualang village,Aceh Province,East Aceh Regency,4.483952,97.806693,POINT (97.806693 4.483952),135916,Indonesia,850,IDN,Asia,1,1,2002-06-22,2002-06-22,0,0,5,0,5,5,5
