id,year,active_year,start_year,end_year,type_of_violence,conflict_new_id,conflict_name,dyad_new_id,dyad_name,side_a_new_id,gwnoa,side_a,side_b_new_id,gwnob,side_b,number_of_sources,source_article,source_office,source_date,source_headline,source_original,where_prec,where_coordinates,adm_1,adm_2,latitude,longitude,geom_wkt,priogrid_gid,country,country_id,iso3,region,event_clarity,date_prec,date_start,date_end,deaths_a,deaths_b,deaths_civilians,deaths_unknown,low,best,high
,#date+year,,#date+year+start,#date+year+end,,,,,,,,#group+name+first,,,#group+name+second,,#meta+source,,,#description,,,#loc+name,#adm1+name,#adm2+name,#geo+lat,#geo+lon,,,#country+name,,#country+code,#region+name,,,#date+start,#date+end,,,,,,#affected+killed,
141654,1999,1,1999,1999,3,493,Government of Indonesia - Civilians,960,Government of Indonesia - Civilians,155,850.0,Government of Indonesia,1,,Civilians,-1,East Timor Reconciliation Commission (2006) p 270,,,,,1,Maliana town,Timor Timur Province,Bobonaro Regency,-8.991667,125.219722,POINT (125.219722 -8.991667),117251,Indonesia,850,IDN,Asia,1,1,1999-09-09,1999-09-09,0,0,26,0,26,26,26
141655,1999,1,1999,1999,3,493,Government of Indonesia - Civilians,960,Government of Indonesia - Civilians,155,850.0,Government of Indonesia,1,,Civilians,-1,East Timor Reconciliation Commission (2006) p 291,,,,,3,Manufahi Regency,Timor Timur Province,Manufahi Regency,-9.0,125.783333,POINT (125.783333 -9.000000),117252,Indonesia,850,IDN,Asia,1,1,1999-09-09,1999-09-09,0,0,2,0,2,2,2
141656,1999,1,1999,1999,3,493,Government of Indonesia - Civilians,960,Government of Indonesia - Civilians,155,850.0,Government of Indonesia,1,,Civilians,-1,East Timor Reconciliation Commission (2006) p 283,,,,,1,Bobometo village,Timor Timur Province,Ambeno Regency,-9.348064,124.379161,POINT (124.379161 -9.348064),116529,Indonesia,850,IDN,Asia,1,1,1999-09-09,1999-09-09,0,0,1,0,1,1,1
140801,1999,1,1999,1999,3,493,Government of Indonesia - Civilians,960,Government of Indonesia - Civilians,155,850.0,Government of Indonesia,1,,Civilians,-1,East Timor Reconciliation Commission (2006) p 287,,,,,1,Zulo village,Timor Timur Province,Cova Lima Regency,-9.11,125.408333,POINT (125.408333 -9.110000),116531,Indonesia,850,IDN,Asia,1,1,1999-09-10,1999-09-10,0,0,1,0,1,1,1
140802,1999,1,1999,1999,3,493,Government of Indonesia - Civilians,960,Government of Indonesia - Civilians,155,850.0,Government of Indonesia,1,,Civilians,-1,East Timor Reconciliation Commission (2006) p 286,,,,,1,Lourba village,Timor Timur Province,Bobonaro Regency,-9.015833,125.355,POINT (125.355000 -9.015833),116531,Indonesia,850,IDN,Asia,1,1,1999-09-10,1999-09-10,0,0,1,0,1,1,1
163922,2003,1,2003,2003,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,-1,Xinhua 2003-09-12,,,,Martial law administrator,3,Bireuen Regency,Aceh Province,Bireuen Regency,4.66667,97.6667,POINT (97.666700 4.666670),136636,Indonesia,850,IDN,Asia,1,1,2003-09-11,2003-09-11,0,3,0,0,3,3,4
140805,1999,1,1999,1999,3,493,Government of Indonesia - Civilians,960,Government of Indonesia - Civilians,155,850.0,Government of Indonesia,1,,Civilians,-1,East Timor Reconciliation Commission (2006) p 284,,,,,1,Guruca village,Timor Timur Province,Baukau Regency,-8.543056,126.564722,POINT (126.564722 -8.543056),117254,Indonesia,850,IDN,Asia,1,1,1999-09-10,1999-09-10,0,0,1,0,1,1,1
141660,1999,1,1999,1999,3,493,Government of Indonesia - Civilians,960,Government of Indonesia - Civilians,155,850.0,Government of Indonesia,1,,Civilians,-1,East Timor Reconciliation Commission (2006) p 276,,,,,2,Passabe village,Timor Timur Province,Ambeno Regency,-9.46358,124.34249,POINT (124.342490 -9.463580),116529,Indonesia,850,IDN,Asia,1,1,1999-09-10,1999-09-10,0,0,48,0,48,48,48
140804,1999,1,1999,1999,3,493,Government of Indonesia - Civilians,960,Government of Indonesia - Civilians,155,850.0,Government of Indonesia,1,,Civilians,-1,East Timor Reconciliation Commission (2006) p 290,,,,,1,Fuiloro village,Timor Timur Province,Lautém Regency,-8.508333,126.99,POINT (126.990000 -8.508333),117254,Indonesia,850,IDN,Asia,1,1,1999-09-11,1999-09-11,0,0,6,0,6,6,6
140904,1999,1,1999,1999,3,493,Government of Indonesia - Civilians,960,Government of Indonesia - Civilians,155,850.0,Government of Indonesia,1,,Civilians,-1,East Timor Reconciliation Commission (2006) p 291,,,,,2,Letefoho town,Timor Timur Province,Ermera Regency,-8.834444,125.426389,POINT (125.426389 -8.834444),117251,Indonesia,850,IDN,Asia,1,1,1999-09-12,1999-09-12,0,0,1,0,1,1,1
140913,1999,1,1999,1999,3,493,Government of Indonesia - Civilians,960,Government of Indonesia - Civilians,155,850.0,Government of Indonesia,1,,Civilians,-1,East Timor Reconciliation Commission (2006) p 285,,,,,1,Uatu Haco area,Timor Timur Province,Baukau Regency,-8.628611,126.382778,POINT (126.382778 -8.628611),117253,Indonesia,850,IDN,Asia,1,1,1999-09-12,1999-09-12,0,0,1,0,1,1,1
140947,1999,1,1999,1999,3,493,Government of Indonesia - Civilians,960,Government of Indonesia - Civilians,155,850.0,Government of Indonesia,1,,Civilians,-1,East Timor Reconciliation Commission (2006) p 285,,,,,1,Teqino Mata village,Timor Timur Province,Baukau Regency,-8.477778,126.586389,POINT (126.586389 -8.477778),117974,Indonesia,850,IDN,Asia,1,1,1999-09-12,1999-09-12,0,0,1,0,1,1,1
140985,1999,1,1999,1999,3,493,Government of Indonesia - Civilians,960,Government of Indonesia - Civilians,155,850.0,Government of Indonesia,1,,Civilians,-1,East Timor Reconciliation Commission (2006) p 279,,,,,1,Lactos village,Timor Timur Province,Cova Lima Regency,-9.246389,125.095,POINT (125.095000 -9.246389),116531,Indonesia,850,IDN,Asia,1,1,1999-09-12,1999-09-12,0,0,14,0,14,14,14
141107,1999,1,1999,1999,3,493,Government of Indonesia - Civilians,960,Government of Indonesia - Civilians,155,850.0,Government of Indonesia,1,,Civilians,-1,East Timor Reconciliation Commission (2006) p 290,,,,,4,Timor Timur Province,Timor Timur Province,,-8.566667,125.566667,POINT (125.566667 -8.566667),117252,Indonesia,850,IDN,Asia,1,1,1999-09-14,1999-09-14,0,0,4,0,4,4,4
141121,1999,1,1999,1999,3,493,Government of Indonesia - Civilians,960,Government of Indonesia - Civilians,155,850.0,Government of Indonesia,1,,Civilians,-1,East Timor Reconciliation Commission (2006) p 281,,,,,1,Susu town,Nusa Tenggara Timur Province,Ngada Regency,-8.766,120.9562,POINT (120.956200 -8.766000),117242,Indonesia,850,IDN,Asia,1,1,1999-09-14,1999-09-14,0,0,1,0,1,1,1
141165,1999,1,1999,1999,3,493,Government of Indonesia - Civilians,960,Government of Indonesia - Civilians,155,850.0,Government of Indonesia,1,,Civilians,-1,East Timor Reconciliation Commission (2006) p 286,,,,,1,Ai-Assa village,Timor Timur Province,Bobonaro Regency,-9.0406,125.3174,POINT (125.317400 -9.040600),116531,Indonesia,850,IDN,Asia,1,1,1999-09-14,1999-09-14,0,0,2,0,2,2,2
141204,1999,1,1999,1999,3,493,Government of Indonesia - Civilians,960,Government of Indonesia - Civilians,155,850.0,Government of Indonesia,1,,Civilians,-1,East Timor Reconciliation Commission (2006) p 286,,,,,1,Mali Ubu village,Timor Timur Province,Bobonaro Regency,-9.003056,125.3875,POINT (125.387500 -9.003056),116531,Indonesia,850,IDN,Asia,1,1,1999-09-16,1999-09-16,0,0,1,0,1,1,1
141231,1999,1,1999,1999,3,493,Government of Indonesia - Civilians,960,Government of Indonesia - Civilians,155,850.0,Government of Indonesia,1,,Civilians,-1,East Timor Reconciliation Commission (2006) p 286,,,,,1,Cota Bo'ot village,Timor Timur Province,Bobonaro Regency,-9.0125,125.385,POINT (125.385000 -9.012500),116531,Indonesia,850,IDN,Asia,1,1,1999-09-16,1999-09-16,0,0,1,0,1,1,1
141255,1999,1,1999,1999,3,493,Government of Indonesia - Civilians,960,Government of Indonesia - Civilians,155,850.0,Government of Indonesia,1,,Civilians,-1,East Timor Reconciliation Commission (2006) p 286,,,,,1,Opa village,Timor Timur Province,Bobonaro Regency,-9.167222,125.270556,POINT (125.270556 -9.167222),116531,Indonesia,850,IDN,Asia,1,1,1999-09-16,1999-09-16,0,0,2,0,2,2,2
141280,1999,1,1999,1999,3,493,Government of Indonesia - Civilians,960,Government of Indonesia - Civilians,155,850.0,Government of Indonesia,1,,Civilians,-1,East Timor Reconciliation Commission (2006) p 291,,,,,1,Manatuto town,Timor Timur Province,Manatuto Regency,-8.511389,126.013056,POINT (126.013056 -8.511389),117253,Indonesia,850,IDN,Asia,1,1,1999-09-16,1999-09-16,0,0,1,0,1,1,1
141322,1999,1,1999,1999,3,493,Government of Indonesia - Civilians,960,Government of Indonesia - Civilians,155,850.0,Government of Indonesia,1,,Civilians,-1,East Timor Reconciliation Commission (2006) p 284,,,,,3,Aileu Regency,Timor Timur Province,Aileu Regency,-8.716667,125.566667,POINT (125.566667 -8.716667),117252,Indonesia,850,IDN,Asia,1,1,1999-09-17,1999-09-17,0,0,1,0,1,1,1
141372,1999,1,1999,1999,3,493,Government of Indonesia - Civilians,960,Government of Indonesia - Civilians,155,850.0,Government of Indonesia,1,,Civilians,-1,East Timor Reconciliation Commission (2006) p 284,,,,,2,Laulara town,Timor Timur Province,Aileu Regency,-8.603056,125.593889,POINT (125.593889 -8.603056),117252,Indonesia,850,IDN,Asia,1,1,1999-09-17,1999-09-17,0,0,1,0,1,1,1
141627,1999,1,1999,1999,3,493,Government of Indonesia - Civilians,960,Government of Indonesia - Civilians,155,850.0,Government of Indonesia,1,,Civilians,-1,East Timor Reconciliation Commission (2006) p 282,,,,,1,Atambua town,Nusa Tenggara Timur Province,Belu Regency,-9.109679,124.897588,POINT (124.897588 -9.109679),116530,Indonesia,850,IDN,Asia,1,1,1999-09-19,1999-09-19,0,0,2,0,2,2,2
141390,1999,1,1999,1999,1,330,Indonesia: East Timor,720,Government of Indonesia - CNRT,155,850.0,Government of Indonesia,290,,CNRT,-1,"Reuters 9/21/1999 E.Timor resistance and militia clash, four killed",,,,militiaman,1,Loes-Maubara area,Timor Timur Province,Liquiçá Regency,-8.739677,125.134558,POINT (125.134558 -8.739677),117251,Indonesia,850,IDN,Asia,1,1,1999-09-21,1999-09-21,3,1,0,0,4,4,4
141662,1999,1,1999,1999,3,493,Government of Indonesia - Civilians,960,Government of Indonesia - Civilians,155,850.0,Government of Indonesia,1,,Civilians,-1,Reuters 1999-9-22,,,,witnesses,1,Dili town,Timor Timur Province,Kota Dili,-8.566667,125.583333,POINT (125.583333 -8.566667),117252,Indonesia,850,IDN,Asia,1,1,1999-09-21,1999-09-21,0,0,1,0,1,1,1
141975,1999,1,1999,1999,3,493,Government of Indonesia - Civilians,960,Government of Indonesia - Civilians,155,850.0,Government of Indonesia,1,,Civilians,-1,East Timor Reconciliation Commission (2006) p 285,,,,,1,Baucau town,Timor Timur Province,Baukau Regency,-8.466667,126.45,POINT (126.450000 -8.466667),117973,Indonesia,850,IDN,Asia,1,1,1999-09-21,1999-09-21,0,0,6,0,6,6,6
142033,1999,1,1999,1999,3,493,Government of Indonesia - Civilians,960,Government of Indonesia - Civilians,155,850.0,Government of Indonesia,1,,Civilians,-1,East Timor Reconciliation Commission (2006) p 286,,,,,1,Airae village,Timor Timur Province,Ermera Regency,-8.973889,125.384722,POINT (125.384722 -8.973889),117251,Indonesia,850,IDN,Asia,1,1,1999-09-21,1999-09-21,0,0,1,0,1,1,1
141667,1999,1,1999,1999,3,493,Government of Indonesia - Civilians,960,Government of Indonesia - Civilians,155,850.0,Government of Indonesia,1,,Civilians,-1,Reuters 1999-9-25,,,,official Antara news agency,1,Manokwari town,Irian Jaya Province,Manokwari Regency,-0.861453,134.062042,POINT (134.062042 -0.861453),128789,Indonesia,850,IDN,Asia,1,1,1999-09-24,1999-09-24,0,0,0,0,0,0,2
163923,2003,1,2003,2003,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,-1,Xinhua 2003-09-12,,,,Martial law administrator,3,Aceh Besar Regency,Aceh Province,Aceh Besar Regency,5.366667,95.533333,POINT (95.533333 5.366667),137352,Indonesia,850,IDN,Asia,1,1,2003-09-11,2003-09-11,0,3,0,0,3,3,4
141668,1999,1,1999,1999,3,493,Government of Indonesia - Civilians,960,Government of Indonesia - Civilians,155,850.0,Government of Indonesia,1,,Civilians,-1,Reuters 1999-9-27,,,,Roman Catholic priest,5,road between Baucau and Los Palos,Timor Timur Province,,-8.416571,126.920993,POINT (126.920993 -8.416571),117974,Indonesia,850,IDN,Asia,1,1,1999-09-26,1999-09-26,0,0,9,0,9,9,9
142035,1999,1,1999,1999,3,493,Government of Indonesia - Civilians,960,Government of Indonesia - Civilians,155,850.0,Government of Indonesia,1,,Civilians,-1,East Timor Reconciliation Commission (2006) p 288,,,,,4,Timor Timur Province,Timor Timur Province,,-8.566667,125.566667,POINT (125.566667 -8.566667),117252,Indonesia,850,IDN,Asia,1,1,1999-09-26,1999-09-26,0,0,1,0,1,1,1
142036,1999,1,1999,1999,3,493,Government of Indonesia - Civilians,960,Government of Indonesia - Civilians,155,850.0,Government of Indonesia,1,,Civilians,-1,East Timor Reconciliation Commission (2006) p 288,,,,,2,Oges village,Timor Timur Province,Cova Lima Regency,-9.264444,125.213889,POINT (125.213889 -9.264444),116531,Indonesia,850,IDN,Asia,1,1,1999-09-26,1999-09-26,0,0,1,0,1,1,1
141669,1999,1,1999,1999,3,493,Government of Indonesia - Civilians,960,Government of Indonesia - Civilians,155,850.0,Government of Indonesia,1,,Civilians,-1,Reuters 1999-9-29,,,,Kompas and hospital sources,1,Bandar Lampung town,Lampung Province,Kota Lampung,-5.45,105.266667,POINT (105.266667 -5.450000),122251,Indonesia,850,IDN,Asia,1,1,1999-09-28,1999-09-28,0,0,1,0,1,1,1
141671,1999,1,1999,1999,3,493,Government of Indonesia - Civilians,960,Government of Indonesia - Civilians,155,850.0,Government of Indonesia,1,,Civilians,-1,Report of the East Timor Reconciliaion Commission (2006) p 284,,,,,1,Beikala village,Timor Timur Province,Ainaro Regency,-9.109444,125.664722,POINT (125.664722 -9.109444),116532,Indonesia,850,IDN,Asia,1,1,1999-09-30,1999-09-30,0,0,1,0,1,1,1
141547,1999,1,1999,1999,2,4903,Christians (Indonesia) - Muslims (Indonesia),5513,Christians (Indonesia) - Muslims (Indonesia),860,,Christians (Indonesia),861,,Muslims (Indonesia),-1,R 10/8/1999 Week-long clashes in Indonesia's Ambon kill 26,,,,,1,Ambon town,Maluku Province,Kota Ambon,-3.705,128.17,POINT (128.170000 -3.705000),124457,Indonesia,850,IDN,Asia,2,4,1999-10-01,1999-10-08,0,0,0,0,0,0,20
141546,1999,1,1999,1999,2,4903,Christians (Indonesia) - Muslims (Indonesia),5513,Christians (Indonesia) - Muslims (Indonesia),860,,Christians (Indonesia),861,,Muslims (Indonesia),-1,R 10/4/1999 Four die in Indonesia's violence-torn Ambon,,,,,1,Ambon town,Maluku Province,Kota Ambon,-3.705,128.17,POINT (128.170000 -3.705000),124457,Indonesia,850,IDN,Asia,1,1,1999-10-04,1999-10-04,0,0,0,0,0,0,3
141217,1999,1,1999,1999,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,-1,Reuters 10/12/1999 Three policemen killed in Indonesia's Aceh,,,,,3,North Aceh Regency,Aceh Province,North Aceh Regency,5.05,97.316667,POINT (97.316667 5.050000),137355,Indonesia,850,IDN,Asia,1,1,1999-10-11,1999-10-11,1,0,0,0,1,1,1
141422,1999,1,1999,1999,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,-1,Reuters 10/12/1999 Three policemen killed in Indonesia's Aceh,,,,,3,East Aceh Regency,Aceh Province,East Aceh Regency,4.616667,97.616667,POINT (97.616667 4.616667),136636,Indonesia,850,IDN,Asia,1,2,1999-10-11,1999-10-12,2,0,0,0,0,2,2
140743,1999,1,1999,1999,3,493,Government of Indonesia - Civilians,960,Government of Indonesia - Civilians,155,850.0,Government of Indonesia,1,,Civilians,-1,Report of the East Timor Reconciliaion Commission (2006) p 282,,,,,1,Bora village,Timor Timur Province,Cova Lima Regency,-9.297222,125.079722,POINT (125.079722 -9.297222),116531,Indonesia,850,IDN,Asia,1,1,1999-10-17,1999-10-17,0,0,1,0,1,1,1
163563,2003,1,2003,2003,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,-1,AP,,,,Military official,3,East Aceh Regency,Aceh Province,East Aceh Regency,4.616667,97.616667,POINT (97.616667 4.616667),136636,Indonesia,850,IDN,Asia,1,2,2003-09-11,2003-09-12,1,5,0,0,6,6,6
163866,2003,1,2003,2003,3,524,GAM - Civilians,991,GAM - Civilians,327,,GAM,1,,Civilians,-1,AP 13/9,,,,Military official,4,Aceh Province,Aceh Province,,5.55,95.316667,POINT (95.316667 5.550000),138071,Indonesia,850,IDN,Asia,1,2,2003-09-11,2003-09-12,0,0,0,0,0,0,5
140807,1999,1,1999,1999,3,493,Government of Indonesia - Civilians,960,Government of Indonesia - Civilians,155,850.0,Government of Indonesia,1,,Civilians,-1,Reuters 1999-10-20,,,,East Timorese resistance leader,1,Pante Macassar town,Timor Timur Province,Ambeno Regency,-9.2,124.383333,POINT (124.383333 -9.200000),116529,Indonesia,850,IDN,Asia,1,1,1999-10-19,1999-10-19,0,0,5,0,5,5,5
141674,1999,1,1999,1999,3,493,Government of Indonesia - Civilians,960,Government of Indonesia - Civilians,155,850.0,Government of Indonesia,1,,Civilians,-1,Report of the East Timor Reconciliaion Commission (2006) p 277,,,,,1,Maquelab village,Timor Timur Province,Ambeno Regency,-9.238333,124.255833,POINT (124.255833 -9.238333),116529,Indonesia,850,IDN,Asia,1,1,1999-10-20,1999-10-20,0,0,12,0,12,12,13
141549,1999,1,1999,1999,2,4903,Christians (Indonesia) - Muslims (Indonesia),5513,Christians (Indonesia) - Muslims (Indonesia),860,,Christians (Indonesia),861,,Muslims (Indonesia),-1,R 11/7/1999 Four die in fresh clashes in Indonesia's Moluccas,,,,,1,Ternate town,Maluku Utara Province,Kota Ternate,0.783333,127.366667,POINT (127.366667 0.783333),130935,Indonesia,850,IDN,Asia,1,1,1999-11-06,1999-11-06,0,0,0,4,4,4,4
141550,1999,1,1999,1999,2,4903,Christians (Indonesia) - Muslims (Indonesia),5513,Christians (Indonesia) - Muslims (Indonesia),860,,Christians (Indonesia),861,,Muslims (Indonesia),-1,R 11/20/1999 Five killed in fresh violence in Indonesia's Ambon,,,,,3,Kota Ambon,Maluku Province,Kota Ambon,-3.705,128.17,POINT (128.170000 -3.705000),124457,Indonesia,850,IDN,Asia,1,1,1999-11-20,1999-11-20,0,0,0,5,5,5,5
141260,1999,1,1999,1999,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,-1,"Tadjoeddin (2002) ""Database on Social Violence in Indonesia, 1990-2001",,,,,3,Kota Banda Aceh,Aceh Province,Kota Banda Aceh,5.55,95.315,POINT (95.315000 5.550000),138069,Indonesia,850,IDN,Asia,1,1,1999-11-24,1999-11-24,0,0,0,2,2,2,2
141261,1999,1,1999,1999,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,-1,"Tadjoeddin (2002) ""Database on Social Violence in Indonesia, 1990-2001",,,,,1,Lhokseumawe town,Aceh Province,North Aceh Regency,5.188056,97.140278,POINT (97.140278 5.188056),137355,Indonesia,850,IDN,Asia,1,1,1999-11-24,1999-11-24,0,0,0,0,0,0,1
141262,1999,1,1999,1999,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,-1,"Tadjoeddin (2002) ""Database on Social Violence in Indonesia, 1990-2001",,,,,1,Lamno town,Aceh Province,West Aceh Regency,5.0902,95.3727,POINT (95.372700 5.090200),137351,Indonesia,850,IDN,Asia,1,1,1999-11-30,1999-11-30,0,0,0,2,2,2,2
141556,1999,1,1999,1999,2,4903,Christians (Indonesia) - Muslims (Indonesia),5513,Christians (Indonesia) - Muslims (Indonesia),860,,Christians (Indonesia),861,,Muslims (Indonesia),-1,R 12/5/1999 Religious clashes kill 31 in Indonesia's Seram.,,,,,5,Seram island,Maluku Province,,-3.133333,129.5,POINT (129.500000 -3.133333),125180,Indonesia,850,IDN,Asia,2,2,1999-12-02,1999-12-04,0,0,0,31,31,31,31
141345,1999,1,1999,1999,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,-1,"Tadjoeddin (2002) ""Database on Social Violence in Indonesia, 1990-2001",,,,,1,Teunom town,Aceh Province,West Aceh Regency,4.4454,95.81,POINT (95.810000 4.445400),135912,Indonesia,850,IDN,Asia,1,1,1999-12-04,1999-12-04,0,0,0,2,2,2,2
141421,1999,1,1999,1999,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,-1,"Tadjoeddin (2002) ""Database on Social Violence in Indonesia, 1990-2001",,,,,1,Peureulak town,Aceh Province,East Aceh Regency,4.81,97.895,POINT (97.895000 4.810000),136636,Indonesia,850,IDN,Asia,1,1,1999-12-07,1999-12-07,0,0,0,0,0,0,1
140808,1999,1,1999,1999,3,493,Government of Indonesia - Civilians,960,Government of Indonesia - Civilians,155,850.0,Government of Indonesia,1,,Civilians,-1,"Tadjoeddin (2002) ""Database on Social Violence in Indonesia, 1990-2001",,,,,1,Kuala town,Aceh Province,Bireuen Regency,5.228158,96.713247,POINT (96.713247 5.228158),137354,Indonesia,850,IDN,Asia,1,1,1999-12-10,1999-12-10,0,0,1,0,1,1,1
142070,1999,1,1999,1999,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,-1,"Tadjoeddin (2002) ""Database on Social Violence in Indonesia, 1990-2001",,,,,1,Peusangan town,Aceh Province,Bireuen Regency,5.1968,96.7895,POINT (96.789500 5.196800),137354,Indonesia,850,IDN,Asia,1,1,1999-12-11,1999-12-11,0,0,0,0,0,0,1
142072,1999,1,1999,1999,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,-1,"Tadjoeddin (2002) ""Database on Social Violence in Indonesia, 1990-2001",,,,,1,Blang Pidie village,Aceh Province,Southwest Aceh Regency,3.743146,96.832648,POINT (96.832648 3.743146),135194,Indonesia,850,IDN,Asia,1,1,1999-12-15,1999-12-15,0,0,0,1,1,1,1
